"value","count","fraction","in_wiki","description","correct"
"Greenwich Kidbrooke Park Road Local",1,0,FALSE,"",
"East Hunsbury Express",1,0,FALSE,"",
"HWY",1,0,FALSE,"",
"Galley Lane Sports Ground",1,0,FALSE,"",
"Conference Centre, Cafe, Restaurant, Seminar Rooms",1,0,FALSE,"",
"Hillhead",1,0,FALSE,"",
"Hardware Store",1,0,FALSE,"",
"FP 40",1,0,FALSE,"",
"Island",1,0,FALSE,"",
"Recreation and Conservation",1,0,FALSE,"",
"Commercial Property",1,0,FALSE,"",
"Ceramic Gallery and Studios",1,0,FALSE,"",
"Country Park",1,0,FALSE,"",
"MHA's brand new nursing and dementia Care Home",1,0,FALSE,"",
"Colchester Superstore",1,0,FALSE,"",
"17",1,0,FALSE,"",
"Yew Tree Woodland Park",1,0,FALSE,"",
"GARTH HILL PLATFORM HOUSE -NPRN 408381",1,0,FALSE,"",
"grass path",1,0,FALSE,"",
"19",1,0,FALSE,"",
"Scottish Midland Co-operative Food Store",1,0,FALSE,"",
"Cheapside Substation",1,0,FALSE,"",
"Court, Registrars Office, Police Station",1,0,FALSE,"",
"Listed Class 2*",1,0,FALSE,"",
"Middlesbrough Council Contact Centre",1,0,FALSE,"",
"Lustleigh Orchard",1,0,FALSE,"",
"Cefneithin, Y Glyn",1,0,FALSE,"",
"General Practicioner",1,0,FALSE,"",
"Crombie Reservoir",1,0,FALSE,"",
"Patients",1,0,FALSE,"",
"Telford Shawbirch",1,0,FALSE,"",
"Gym",1,0,FALSE,"",
"KingFisher Industrial Estate",1,0,FALSE,"",
"Site of historic paper mill",1,0,FALSE,"",
"temp closure untilfeb 2016",1,0,FALSE,"",
"Eastleigh Hampshire",1,0,FALSE,"",
"Orange Telecom 2G + 3G mast",1,0,FALSE,"",
"Woodland Bench",1,0,FALSE,"",
"foot path and cycle way",1,0,FALSE,"",
"Gate Closed",1,0,FALSE,"",
"Ruthin Superstore",1,0,FALSE,"",
"Meadow",1,0,FALSE,"",
"Ilkley My Local",1,0,FALSE,"",
"Sydenham Superstore",1,0,FALSE,"",
"High end bike sales and maintenance",1,0,FALSE,"",
"3*",1,0,FALSE,"",
"Kinson Manor Farm",1,0,FALSE,"",
"33",1,0,FALSE,"",
"Cardiff Bay Superstore",1,0,FALSE,"",
"food production=bakery",1,0,FALSE,"",
"Community garden open to the public",1,0,FALSE,"",
"Parish",1,0,FALSE,"",
"RNLI ILB Station",1,0,FALSE,"",
"Dam",1,0,FALSE,"",
"Bollards",1,0,FALSE,"",
"Allows access for pedestrians, horses and cycles only.",1,0,FALSE,"",
"Gate and Cattle Grid",1,0,FALSE,"",
"Bauder Ltd",1,0,FALSE,"",
"Cadw Building ID: 13539",1,0,FALSE,"",
"Transfer Station",1,0,FALSE,"",
"Plant shop, part of River Gardens",1,0,FALSE,"",
"Fire Access Road",1,0,FALSE,"",
"Threlkeld Quarry Railway",1,0,FALSE,"",
"Architectural Practice",1,0,FALSE,"",
"EAL",1,0,FALSE,"",
"Football Ground",1,0,FALSE,"",
"Soft Play Area & Laser Tag",1,0,FALSE,"",
"Royal Observer Corps Post WW2 closed 01/10/68",1,0,FALSE,"",
"Brighton Superstore",1,0,FALSE,"",
"The Spinney",1,0,FALSE,"",
"Nocton Wood",1,0,FALSE,"",
"Screwfix",1,0,FALSE,"",
"Matlock",1,0,FALSE,"",
"Customers only",1,0,FALSE,"",
"Designer Wedding Dress Shop",1,0,FALSE,"",
"Deal High Street",1,0,FALSE,"",
"Telephone cabinet 3 Maesteg",1,0,FALSE,"",
"St Pauls Court",1,0,FALSE,"",
"amenity = place of worship",1,0,FALSE,"",
"Seasonal/special events only",1,0,FALSE,"",
"sport=10pin",1,0,FALSE,"",
"Padstow Superstore",1,0,FALSE,"",
"English Bridge Campus",1,0,FALSE,"",
"Picknic Bench",1,0,FALSE,"",
"Benvie Old Kirkyard",1,0,FALSE,"",
"2101",1,0,FALSE,"",
"1051",1,0,FALSE,"",
"GP Surgery",1,0,FALSE,"",
"nature_reserve",1,0,FALSE,"",
"Former Mill Pond",1,0,FALSE,"",
"Methodist",1,0,FALSE,"",
"Glenmeadows",1,0,FALSE,"",
"The Leas Lift",1,0,FALSE,"",
"verterinarian",1,0,FALSE,"",
"Sure Telecoms",1,0,FALSE,"",
"Fielders Park",1,0,FALSE,"",
"6868",1,0,FALSE,"",
"Marston's",1,0,FALSE,"",
"domestic_shed",1,0,FALSE,"",
"Student Union Bar",1,0,FALSE,"",
"Community Bike Hire",1,0,FALSE,"",
"Express",1,0,FALSE,"",
"Automated Telephone Exchange",1,0,FALSE,"",
"Charismatid",1,0,FALSE,"",
"Western Road Stores",1,0,FALSE,"",
"methodist",1,0,FALSE,"",
"registered_common_land",1,0,FALSE,"",
"tidal slipway prepare boat first on carpark",1,0,FALSE,"",
"Crew Toilets",1,0,FALSE,"",
"Nisa Local",1,0,FALSE,"",
"HO-001",1,0,FALSE,"",
"ALJ",1,0,FALSE,"",
"Board 5 - The Hoxne Hoard",1,0,FALSE,"",
"Curry Cottage",1,0,FALSE,"",
"Battledown Flyover",1,0,FALSE,"",
"Cafe and Delicatesan",1,0,FALSE,"",
"Electrical sub station",1,0,FALSE,"",
"Parking for Garden Center",1,0,FALSE,"",
"Childrens' playground",1,0,FALSE,"",
"Farm house",1,0,FALSE,"",
"Lincoln Nettleham Road Supermarket",1,0,FALSE,"",
"1076",1,0,FALSE,"",
"Moreton Millrace",1,0,FALSE,"",
"Archery Field",1,0,FALSE,"",
"Co-op Foodstore",1,0,FALSE,"",
"Ho-003",1,0,FALSE,"",
"Queenstown Stores",1,0,FALSE,"",
"Fitness centre",1,0,FALSE,"",
"Original Stockton-Darlington Railway",1,0,FALSE,"",
"Riverside Campsite",1,0,FALSE,"",
"Chinese market",1,0,FALSE,"",
"Not for public use",1,0,FALSE,"",
"North West Ambulance Service",1,0,FALSE,"",
"Lock",1,0,FALSE,"",
"Stile with bridge",1,0,FALSE,"",
"3 Star Hotel",1,0,FALSE,"",
"Campaign to open up Racecourse Road",1,0,FALSE,"",
"private path",1,0,FALSE,"",
"Gracie Banking Annan",1,0,FALSE,"",
"Commuter Stop",1,0,FALSE,"",
"Reception",1,0,FALSE,"",
"677/10",1,0,FALSE,"",
"677/11",1,0,FALSE,"",
"677/12",1,0,FALSE,"",
"677/13",1,0,FALSE,"",
"677/14",1,0,FALSE,"",
"677/15",1,0,FALSE,"",
"Holiday caravan hire business",1,0,FALSE,"",
"677/17",1,0,FALSE,"",
"677/18",1,0,FALSE,"",
"677/19",1,0,FALSE,"",
"Pet supplies",1,0,FALSE,"",
"Football and cricket (summer)",1,0,FALSE,"",
"Café Lounge",1,0,FALSE,"",
"Peacehaven and Telscombe War Memorial",1,0,FALSE,"",
"Community greenspace",1,0,FALSE,"",
"Ford Service Centre",1,0,FALSE,"",
"677/16",1,0,FALSE,"",
"shop=stationary",1,0,FALSE,"",
"Local Community Library",1,0,FALSE,"",
"shop=car_sales",1,0,FALSE,"",
"Covered",1,0,FALSE,"",
"Orchard gate",1,0,FALSE,"",
"Rough track up to Bryn Poeth",1,0,FALSE,"",
"Law Offices",1,0,FALSE,"",
"Claremont Campus",1,0,FALSE,"",
"All weather",1,0,FALSE,"",
"public toilet",1,0,FALSE,"",
"Meditation Centre",1,0,FALSE,"",
"430553",1,0,FALSE,"",
"677/20",1,0,FALSE,"",
"677/21",1,0,FALSE,"",
"677/22",1,0,FALSE,"",
"677/23",1,0,FALSE,"",
"677/24",1,0,FALSE,"",
"677/25",1,0,FALSE,"",
"677/26",1,0,FALSE,"",
"677/27",1,0,FALSE,"",
"677/29",1,0,FALSE,"",
"Reference point",1,0,FALSE,"",
"Cow Tunnel",1,0,FALSE,"",
"Marlborough",1,0,FALSE,"",
"Bonsey Gardens",1,0,FALSE,"",
"Barkers Pool War Memorial",1,0,FALSE,"",
"Unadopted",1,0,FALSE,"",
"Ilkley Superstore",1,0,FALSE,"",
"Temporary closure due to landslip",1,0,FALSE,"",
"EMALVAS",1,0,FALSE,"",
"Bodmin Superstore",1,0,FALSE,"",
"TIQ",1,0,FALSE,"",
"Disability aids",1,0,FALSE,"",
"D6044",1,0,FALSE,"",
"Bristol Sailing Center",1,0,FALSE,"",
"677/30",1,0,FALSE,"",
"677/31",1,0,FALSE,"",
"Venton's Toilets",1,0,FALSE,"",
"677/32",1,0,FALSE,"",
"677/34",1,0,FALSE,"",
"Closed",1,0,FALSE,"",
"677/33",1,0,FALSE,"",
"Lymington High Street",1,0,FALSE,"",
"Homeless Centre",1,0,FALSE,"",
"Furniture Showroom",1,0,FALSE,"",
"Our Lady Of Sorrows",1,0,FALSE,"",
"Turbary Common Local Nature Reserve boundary",1,0,FALSE,"",
"Stainmore Railway",1,0,FALSE,"",
"2163",1,0,FALSE,"",
"Scrapyard",1,0,FALSE,"",
"Polish Food Shop",1,0,FALSE,"",
"geodiversity_site",1,0,FALSE,"",
"Magistrates Court",1,0,FALSE,"",
"Rhymney RFC Ground",1,0,FALSE,"",
"Spalding Simply Food",1,0,FALSE,"",
"143A",1,0,FALSE,"",
"Westbound",1,0,FALSE,"",
"Greenwich",1,0,FALSE,"",
"Gartmorn Dam",1,0,FALSE,"",
"Dailly War Memorial",1,0,FALSE,"",
"public_footpath;public_bridleway",1,0,FALSE,"",
"Motorcycle",1,0,FALSE,"",
"Unenclosed settlement and barrow",1,0,FALSE,"",
"Nets",1,0,FALSE,"",
"Open Access Area - Environmentally Sensitive",1,0,FALSE,"",
"Estate Agents",1,0,FALSE,"",
"Croydon Saffron Square Express",1,0,FALSE,"",
"B15",1,0,FALSE,"",
"D6060",1,0,FALSE,"",
"Clapham Wandsworth Express",1,0,FALSE,"",
"Canmore ID 159628",1,0,FALSE,"",
"Holiday Cottage",1,0,FALSE,"",
"through crop",1,0,FALSE,"",
"Bird Watching",1,0,FALSE,"",
"Pitch and Putt",1,0,FALSE,"",
"Elec. Substation",1,0,FALSE,"",
"Part of Holden Firs",1,0,FALSE,"",
"Tye Common",1,0,FALSE,"",
"Gym and Fitness",1,0,FALSE,"",
"Butchers & Bakers",1,0,FALSE,"",
"Primary Care",1,0,FALSE,"",
"School Room/Pony Club",1,0,FALSE,"",
"GP Practice",1,0,FALSE,"",
"Show Repair ",1,0,FALSE,"",
"Ellesmere Port FP47",1,0,FALSE,"",
"Secondary 14+",1,0,FALSE,"",
"TLB",1,0,FALSE,"",
"Ockendon Branch",1,0,FALSE,"",
"Coronation Walk",1,0,FALSE,"",
"Stevens (Paper Shop)",1,0,FALSE,"",
"Enlighten",1,0,FALSE,"",
"Orchard",1,0,FALSE,"",
"Middleton Light Railway",1,0,FALSE,"",
"Long stay",1,0,FALSE,"",
"Rusticated Arch",1,0,FALSE,"",
"Painswick Park",1,0,FALSE,"",
"Cardiff Roath Metro",1,0,FALSE,"",
"BT public payphone",1,0,FALSE,"",
"Esher",1,0,FALSE,"",
"Fish and Chip Shop",1,0,FALSE,"",
"Commercial",1,0,FALSE,"",
"319",1,0,FALSE,"",
"Public House/Eatery",1,0,FALSE,"",
"Holbeach",1,0,FALSE,"",
"Far Cotton Supermarket",1,0,FALSE,"",
"walked_path",1,0,FALSE,"",
"Uni Bench area",1,0,FALSE,"",
"F708",1,0,FALSE,"",
"No. 1 Road",1,0,FALSE,"",
"Mackenzie Substation",1,0,FALSE,"",
"Manufacturers of display, instrument and control systems for industrial engines",1,0,FALSE,"",
"Neolithic causewayed enclosure and later Iron Age hillfort",1,0,FALSE,"",
"public_building",1,0,FALSE,"",
"sport=fitness",1,0,FALSE,"",
"shopping=car_sales",1,0,FALSE,"",
"Scratchface Lane Recreation Ground",1,0,FALSE,"",
"UKPN S/S",1,0,FALSE,"",
"Plumstead Lakedale Road Express",1,0,FALSE,"",
"MOT Garage",1,0,FALSE,"",
"Peeping Tom",1,0,FALSE,"",
"Highlands Road Gate",1,0,FALSE,"",
"4 Star Guest House",1,0,FALSE,"",
"Concrete footbridge",1,0,FALSE,"",
"Barbecue Site 1",1,0,FALSE,"",
"Barbecue Site 2",1,0,FALSE,"",
"ATM",1,0,FALSE,"",
"Bike Hire",1,0,FALSE,"",
"Sensory Garden",1,0,FALSE,"",
"private_footpath",1,0,FALSE,"",
"Shell Hinchley Wood",1,0,FALSE,"",
"Mud Thickener",1,0,FALSE,"",
"Students' Union",1,0,FALSE,"",
"Fontaine des Cabots",1,0,FALSE,"",
"GTEAT OUSE BANK",1,0,FALSE,"",
"Statue of Lady Godiva",1,0,FALSE,"",
"STA0027",1,0,FALSE,"",
"May Day Rock",1,0,FALSE,"",
"long stay",1,0,FALSE,"",
"Flatts Woods",1,0,FALSE,"",
"Newsagents",1,0,FALSE,"",
"Scout Hut",1,0,FALSE,"",
"Road Closed",1,0,FALSE,"",
"micropub",1,0,FALSE,"",
"Hampshire Gate",1,0,FALSE,"",
"Humberside Police",1,0,FALSE,"",
"Harston Mill Weir",1,0,FALSE,"",
"Salisbury Metro",1,0,FALSE,"",
"monkey climb, stepping stones, chain bridge ect",1,0,FALSE,"",
"1800",1,0,FALSE,"",
"1801",1,0,FALSE,"",
"s (Amateur Dramatics)",1,0,FALSE,"",
"The Salvation Army",1,0,FALSE,"",
"Visit Coventry & Warwickshire Tourist Information Office",1,0,FALSE,"",
"Childrens day nursery",1,0,FALSE,"",
"Free within station",1,0,FALSE,"",
"194/39",1,0,FALSE,"",
"Gallery and Art Cafe",1,0,FALSE,"",
"Stone Circle",1,0,FALSE,"",
"D4649",1,0,FALSE,"",
"D4647",1,0,FALSE,"",
"Wem Sports Club",1,0,FALSE,"",
"01837 811778",1,0,FALSE,"",
"Spa",1,0,FALSE,"",
"Keen of Hamer National Nature Reserve",1,0,FALSE,"",
